Nr platnika;Nr punktu poboru energii;Rodzaj energii;Data i godzina;Strefa;Wartosc[kWh/kvar];Kompletno¶æ[%]
xxx;PPE:xxx;energia czynna oddana;2022-09-06 11:00;Ca³a doba;1,603;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-06 12:00;Ca³a doba;1,049;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-06 13:00;Ca³a doba;1,383;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-06 14:00;Ca³a doba;1,340;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-06 15:00;Ca³a doba;0,926;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-06 16:00;Ca³a doba;1,256;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-06 17:00;Ca³a doba;0,836;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-06 18:00;Ca³a doba;0,123;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-06 19:00;Ca³a doba;0,001;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-06 20:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-06 21:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-06 22:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-06 23:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-07 00:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-07 01:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-07 02:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-07 03:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-07 04:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-07 05:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-07 06:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-07 07:00;Ca³a doba;0,006;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-07 08:00;Ca³a doba;0,097;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-07 09:00;Ca³a doba;0,521;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-07 10:00;Ca³a doba;1,286;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-07 11:00;Ca³a doba;1,813;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-07 12:00;Ca³a doba;2,198;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-07 13:00;Ca³a doba;2,411;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-07 14:00;Ca³a doba;2,357;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-07 15:00;Ca³a doba;2,156;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-07 16:00;Ca³a doba;1,781;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-07 17:00;Ca³a doba;0,919;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-07 18:00;Ca³a doba;0,257;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-07 19:00;Ca³a doba;0,055;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-07 20:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-07 21:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-07 22:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-07 23:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-08 00:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-08 01:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-08 02:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-08 03:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-08 04:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-08 05:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-08 06:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-08 07:00;Ca³a doba;0,019;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-08 08:00;Ca³a doba;0,166;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-08 09:00;Ca³a doba;0,556;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-08 10:00;Ca³a doba;1,084;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-08 11:00;Ca³a doba;1,762;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-08 12:00;Ca³a doba;2,145;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-08 13:00;Ca³a doba;1,733;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-08 14:00;Ca³a doba;0,790;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-08 15:00;Ca³a doba;1,419;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-08 16:00;Ca³a doba;0,170;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-08 17:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-08 18:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-08 19:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-08 20:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-08 21:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-08 22:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-08 23:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-09 00:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-09 01:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-09 02:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-09 03:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-09 04:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-09 05:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-09 06:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-09 07:00;Ca³a doba;0,003;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-09 08:00;Ca³a doba;0,074;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-09 09:00;Ca³a doba;0,465;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-09 10:00;Ca³a doba;0,806;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-09 11:00;Ca³a doba;1,221;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-09 12:00;Ca³a doba;2,011;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-09 13:00;Ca³a doba;2,347;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-09 14:00;Ca³a doba;1,831;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-09 15:00;Ca³a doba;1,509;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-09 16:00;Ca³a doba;1,814;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-09 17:00;Ca³a doba;0,550;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-09 18:00;Ca³a doba;0,113;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-09 19:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-09 20:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-09 21:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-09 22:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-09 23:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-10 00:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-10 01:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-10 02:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-10 03:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-10 04:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-10 05:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-10 06:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-10 07:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-10 08:00;Ca³a doba;0,043;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-10 09:00;Ca³a doba;0,371;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-10 10:00;Ca³a doba;1,061;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-10 11:00;Ca³a doba;1,342;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-10 12:00;Ca³a doba;1,719;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-10 13:00;Ca³a doba;2,036;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-10 14:00;Ca³a doba;1,879;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-10 15:00;Ca³a doba;0,570;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-10 16:00;Ca³a doba;0,434;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-10 17:00;Ca³a doba;0,554;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-10 18:00;Ca³a doba;0,258;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-10 19:00;Ca³a doba;0,062;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-10 20:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-10 21:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-10 22:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-10 23:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-11 00:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-11 01:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-11 02:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-11 03:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-11 04:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-11 05:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-11 06:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-11 07:00;Ca³a doba;0,001;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-11 08:00;Ca³a doba;0,039;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-11 09:00;Ca³a doba;0,042;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-11 10:00;Ca³a doba;0,127;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-11 11:00;Ca³a doba;0,406;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-11 12:00;Ca³a doba;0,427;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-11 13:00;Ca³a doba;0,496;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-11 14:00;Ca³a doba;0,219;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-11 15:00;Ca³a doba;0,954;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-11 16:00;Ca³a doba;0,771;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-11 17:00;Ca³a doba;0,376;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-11 18:00;Ca³a doba;0,002;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-11 19:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-11 20:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-11 21:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-11 22:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-11 23:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-12 00:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-12 01:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-12 02:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-12 03:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-12 04:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-12 05:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-12 06:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-12 07:00;Ca³a doba;0,001;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-12 08:00;Ca³a doba;0,223;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-12 09:00;Ca³a doba;0,615;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-12 10:00;Ca³a doba;0,966;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-12 11:00;Ca³a doba;0,830;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-12 12:00;Ca³a doba;1,341;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-12 13:00;Ca³a doba;2,239;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-12 14:00;Ca³a doba;1,697;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-12 15:00;Ca³a doba;0,635;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-12 16:00;Ca³a doba;0,792;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-12 17:00;Ca³a doba;0,134;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-12 18:00;Ca³a doba;0,125;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-12 19:00;Ca³a doba;0,010;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-12 20:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-12 21:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-12 22:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-12 23:00;Ca³a doba;0,000;100,00
xxx;PPE:xxx;energia czynna oddana;2022-09-13 00:00;Ca³a doba;0,000;100,00
